pcds,oslaua,lat,long,oa21,lsoa21,msoa21
NE11 0AG,E08000037,54.938178,-1.637327,E00041895,E01008256,E02001700
NE11 0AH,E08000037,54.940006,-1.638668,E00041878,E01008261,E02001700
NE11 0AJ,E08000037,54.939400,-1.637207,E00041878,E01008261,E02001700
NE11 0AL,E08000037,54.939892,-1.637058,E00041878,E01008261,E02001700
NE11 0AN,E08000037,54.937237,-1.641175,E00041892,E01008256,E02001700
NE11 0AP,E08000037,54.936136,-1.639842,E00041892,E01008256,E02001700
NE11 0AQ,E08000037,54.938031,-1.639264,E00041895,E01008256,E02001700
NE11 0AR,E08000037,54.937509,-1.638894,E00041896,E01008256,E02001700
NE11 0AS,E08000037,54.938074,-1.638498,E00041896,E01008256,E02001700
NE11 0AT,E08000037,54.938269,-1.637779,E00041895,E01008256,E02001700
NE11 0AU,E08000037,54.936004,-1.637612,E00041897,E01008256,E02001700
NE11 0AW,E08000037,54.938714,-1.639460,E00041892,E01008256,E02001700
NE11 0AX,E08000037,54.936393,-1.635579,E00041897,E01008256,E02001700
NE11 0AY,E08000037,54.936845,-1.636512,E00041895,E01008256,E02001700
NE11 0AZ,E08000037,54.934877,-1.618862,E00041888,E01008259,E02001688
NE11 0BA,E08000037,54.936961,-1.638992,E00041896,E01008256,E02001700
NE11 0BB,E08000037,54.936674,-1.639213,E00041896,E01008256,E02001700
NE11 0BD,E08000037,54.923762,-1.619385,E00041708,E01008226,E02001706
NE11 0BE,E08000037,54.943286,-1.624414,E00041888,E01008259,E02001688
NE11 0BF,E08000037,54.926311,-1.623765,E00041708,E01008226,E02001706
NE11 0BG,E08000037,54.936684,-1.643439,E00041892,E01008256,E02001700
NE11 0BH,E08000037,54.928995,-1.625846,E00041888,E01008259,E02001688
NE11 0BL,E08000037,54.935198,-1.618528,E00041888,E01008259,E02001688
NE11 0BP,E08000037,54.939222,-1.617819,E00041888,E01008259,E02001688
NE11 0BQ,E08000037,54.923761,-1.610401,E00041708,E01008226,E02001706
NE11 0BS,E08000037,54.940161,-1.633469,E00041893,E01008260,E02001700
NE11 0BT,E08000037,54.939729,-1.633317,E00041893,E01008260,E02001700
NE11 0BU,E08000037,54.938607,-1.618889,E00041888,E01008259,E02001688
NE11 0BX,E08000037,54.939512,-1.632585,E00041893,E01008260,E02001700
NE11 0BY,E08000037,54.938536,-1.634526,E00041894,E01008260,E02001700
NE11 0BZ,E08000037,54.904307,-1.616468,E00041713,E01008226,E02001706
NE11 0DA,E08000037,54.936282,-1.634363,E00041879,E01008256,E02001700
NE11 0DB,E08000037,54.938534,-1.633125,E00041894,E01008260,E02001700
NE11 0DD,E08000037,54.938539,-1.631907,E00041894,E01008260,E02001700
NE11 0DE,E08000037,54.937226,-1.631514,E00041879,E01008256,E02001700
NE11 0DG,E08000037,54.936403,-1.642521,E00041892,E01008256,E02001700
NE11 0DH,E08000037,54.938166,-1.633238,E00041894,E01008260,E02001700
NE11 0DJ,E08000037,54.937554,-1.633212,E00041879,E01008256,E02001700
NE11 0DL,E08000037,54.936771,-1.632688,E00041879,E01008256,E02001700
NE11 0DN,E08000037,54.935521,-1.635213,E00041897,E01008256,E02001700
NE11 0DP,E08000037,54.935138,-1.633655,E00041898,E01008256,E02001700
NE11 0DQ,E08000037,54.934660,-1.633067,E00041898,E01008256,E02001700
NE11 0DR,E08000037,54.934631,-1.632333,E00041898,E01008256,E02001700
NE11 0DS,E08000037,54.935510,-1.631576,E00041898,E01008256,E02001700
NE11 0DT,E08000037,54.936457,-1.632722,E00041898,E01008256,E02001700
NE11 0DU,E08000037,54.935739,-1.633119,E00041898,E01008256,E02001700
NE11 0DX,E08000037,54.935764,-1.632573,E00041898,E01008256,E02001700
NE11 0DY,E08000037,54.938310,-1.630583,E00041894,E01008260,E02001700
NE11 0DZ,E08000037,54.930469,-1.614363,E00041888,E01008259,E02001688
NE11 0EB,E08000037,54.927085,-1.618901,E00041708,E01008226,E02001706
NE11 0ED,E08000037,54.930613,-1.617201,E00041888,E01008259,E02001688
NE11 0EF,E08000037,54.930320,-1.616093,E00041888,E01008259,E02001688
NE11 0EG,E08000037,54.934984,-1.621499,E00041888,E01008259,E02001688
NE11 0EH,E08000037,54.926970,-1.610651,E00041888,E01008259,E02001688
NE11 0EJ,E08000037,54.926739,-1.611820,E00041888,E01008259,E02001688
NE11 0EL,E08000037,54.933880,-1.613238,E00041888,E01008259,E02001688
NE11 0EN,E08000037,54.933664,-1.618889,E00041888,E01008259,E02001688
NE11 0EP,E08000037,54.917637,-1.608900,E00041708,E01008226,E02001706
NE11 0EQ,E08000037,54.913974,-1.610090,E00041708,E01008226,E02001706
NE11 0ER,E08000037,54.912329,-1.609997,E00041708,E01008226,E02001706
NE11 0ES,E08000037,54.909131,-1.602210,E00041708,E01008226,E02001706
NE11 0ET,E08000037,54.912744,-1.604892,E00041708,E01008226,E02001706
NE11 0EU,E08000037,54.916387,-1.608569,E00041708,E01008226,E02001706
NE11 0EW,E08000037,54.919432,-1.611098,E00041708,E01008226,E02001706
NE11 0EX,E08000037,54.916134,-1.600253,E00041708,E01008226,E02001706
NE11 0EY,E08000037,54.914599,-1.611504,E00041708,E01008226,E02001706
NE11 0GU,E08000037,54.924853,-1.617475,E00041708,E01008226,E02001706
NE11 0HA,E08000037,54.913731,-1.624085,E00041708,E01008226,E02001706
NE11 0HB,E08000037,54.934057,-1.621039,E00041888,E01008259,E02001688
NE11 0HD,E08000037,54.920995,-1.619461,E00041708,E01008226,E02001706
NE11 0HE,E08000037,54.928443,-1.630533,E00041708,E01008226,E02001706
NE11 0HF,E08000037,54.934698,-1.613804,E00041888,E01008259,E02001688
NE11 0HG,E08000037,54.930871,-1.613719,E00041888,E01008259,E02001688
NE11 0HH,E08000037,54.932250,-1.630010,E00041888,E01008259,E02001688
NE11 0HJ,E08000037,54.934477,-1.629272,E00041888,E01008259,E02001688
NE11 0HL,E08000037,54.924560,-1.618956,E00041708,E01008226,E02001706
NE11 0HN,E08000037,54.928000,-1.638620,E00041708,E01008226,E02001706
NE11 0HP,E08000037,54.928923,-1.641401,E00041708,E01008226,E02001706
NE11 0HQ,E08000037,54.933787,-1.645041,E00041967,E01008272,E02001700
NE11 0HR,E08000037,54.932618,-1.653529,E00041967,E01008272,E02001700
NE11 0HS,E08000037,54.917588,-1.636498,E00041708,E01008226,E02001706
NE11 0HT,E08000037,54.918762,-1.624221,E00041708,E01008226,E02001706
NE11 0HU,E08000037,54.913430,-1.640575,E00041708,E01008226,E02001706
NE11 0HW,E08000037,54.932116,-1.618061,E00041888,E01008259,E02001688
NE11 0HX,E08000037,54.907612,-1.645166,E00041708,E01008226,E02001706
NE11 0HY,E08000037,54.909720,-1.638312,E00041708,E01008226,E02001706
NE11 0HZ,E08000037,54.925644,-1.620569,E00041708,E01008226,E02001706
NE11 0JA,E08000037,54.896109,-1.630252,E00041708,E01008226,E02001706
NE11 0JB,E08000037,54.898924,-1.633781,E00041708,E01008226,E02001706
NE11 0JF,E08000037,54.924577,-1.607285,E00041888,E01008259,E02001688
NE11 0JH,E08000037,54.937697,-1.621130,E00041888,E01008259,E02001688
NE11 0JL,E08000037,54.928240,-1.617642,E00041708,E01008226,E02001706
NE11 0JQ,E08000037,54.935956,-1.621973,E00041888,E01008259,E02001688
NE11 0JS,E08000037,54.936794,-1.622668,E00041888,E01008259,E02001688
NE11 0JT,E08000037,54.931261,-1.617523,E00041888,E01008259,E02001688
NE11 0JU,E08000037,54.940336,-1.628738,E00041887,E01008260,E02001700
NE11 0JW,E08000037,54.930417,-1.615003,E00041888,E01008259,E02001688
NE11 0JX,E08000037,54.939219,-1.622161,E00041888,E01008259,E02001688
NE11 0JY,E08000037,54.923491,-1.607502,E00041888,E01008259,E02001688
NE11 0JZ,E08000037,54.934596,-1.621280,E00041888,E01008259,E02001688
NE11 0LA,E08000037,54.945907,-1.622817,E00041888,E01008259,E02001688
NE11 0LB,E08000037,54.934015,-1.618933,E00041888,E01008259,E02001688
NE11 0LF,E08000037,54.926337,-1.623686,E00041708,E01008226,E02001706
NE11 0LG,E08000037,54.935335,-1.621667,E00041888,E01008259,E02001688
NE11 0LJ,E08000037,54.926629,-1.610748,E00041888,E01008259,E02001688
NE11 0LQ,E08000037,54.935826,-1.623473,E00041888,E01008259,E02001688
NE11 0LW,E08000037,54.925015,-1.623153,E00041708,E01008226,E02001706
NE11 0NA,E08000037,54.932489,-1.619587,E00041888,E01008259,E02001688
NE11 0NB,E08000037,54.933171,-1.616444,E00041888,E01008259,E02001688
NE11 0ND,E08000037,54.939651,-1.628865,E00041887,E01008260,E02001700
NE11 0NF,E08000037,54.937488,-1.626283,E00041894,E01008260,E02001700
NE11 0NG,E08000037,54.934781,-1.611587,E00041888,E01008259,E02001688
NE11 0NH,E08000037,54.928912,-1.622149,E00041888,E01008259,E02001688
NE11 0NJ,E08000037,54.925992,-1.608691,E00041888,E01008259,E02001688
NE11 0NL,E08000037,54.935159,-1.616971,E00041888,E01008259,E02001688
NE11 0NN,E08000037,54.944228,-1.617603,E00041888,E01008259,E02001688
NE11 0NP,E08000037,54.921045,-1.621470,E00041708,E01008226,E02001706
NE11 0NQ,E08000037,54.943360,-1.624355,E00041888,E01008259,E02001688
NE11 0NR,E08000037,54.904544,-1.614751,E00041705,E01008226,E02001706
NE11 0NS,E08000037,54.933364,-1.620421,E00041888,E01008259,E02001688
NE11 0NU,E08000037,54.942352,-1.620961,E00041888,E01008259,E02001688
NE11 0NW,E08000037,54.937530,-1.628171,E00041894,E01008260,E02001700
NE11 0NX,E08000037,54.941609,-1.622123,E00041888,E01008259,E02001688
NE11 0NY,E08000037,54.939836,-1.621110,E00041888,E01008259,E02001688
NE11 0NZ,E08000037,54.928895,-1.619621,E00041888,E01008259,E02001688
NE11 0PE,E08000037,54.932973,-1.625029,E00041888,E01008259,E02001688
NE11 0PG,E08000037,54.932338,-1.614329,E00041888,E01008259,E02001688
NE11 0PN,E08000037,54.924659,-1.624248,E00041708,E01008226,E02001706
NE11 0PR,E08000037,54.938495,-1.620853,E00041888,E01008259,E02001688
NE11 0PY,E08000037,54.934385,-1.625871,E00041888,E01008259,E02001688
NE11 0PZ,E08000037,54.931671,-1.625709,E00041888,E01008259,E02001688
NE11 0QA,E08000037,54.928531,-1.615473,E00041888,E01008259,E02001688
NE11 0QD,E08000037,54.940495,-1.619726,E00041888,E01008259,E02001688
NE11 0QE,E08000037,54.929956,-1.622716,E00041888,E01008259,E02001688
NE11 0QG,E08000037,54.944160,-1.619395,E00041888,E01008259,E02001688
NE11 0QH,E08000037,54.941713,-1.617845,E00041888,E01008259,E02001688
NE11 0QL,E08000037,54.903751,-1.619452,E00041710,E01008226,E02001706
NE11 0QY,E08000037,54.938445,-1.613053,E00041888,E01008259,E02001688
NE11 0QZ,E08000037,54.937294,-1.612971,E00041888,E01008259,E02001688
NE11 0RE,E08000037,54.938330,-1.613741,E00041888,E01008259,E02001688
NE11 0RH,E08000037,54.942384,-1.617058,E00041888,E01008259,E02001688
NE11 0RQ,E08000037,54.943574,-1.618854,E00041888,E01008259,E02001688
NE11 0RS,E08000037,54.926329,-1.618147,E00041708,E01008226,E02001706
NE11 0RT,E08000037,54.925500,-1.617870,E00041708,E01008226,E02001706
NE11 0RU,E08000037,54.925063,-1.615475,E00041708,E01008226,E02001706
NE11 0RW,E08000037,54.938736,-1.614206,E00041888,E01008259,E02001688
NE11 0RY,E08000037,54.944544,-1.620894,E00041888,E01008259,E02001688
NE11 0SD,E08000037,54.928599,-1.614162,E00041888,E01008259,E02001688
NE11 0SH,E08000037,54.926515,-1.614556,E00041708,E01008226,E02001706
NE11 0SJ,E08000037,54.929719,-1.615930,E00041888,E01008259,E02001688
NE11 0SP,E08000037,54.925226,-1.613149,E00041708,E01008226,E02001706
NE11 0SQ,E08000037,54.922859,-1.614716,E00041708,E01008226,E02001706
NE11 0SR,E08000037,54.933069,-1.618673,E00041888,E01008259,E02001688
NE11 0ST,E08000037,54.926512,-1.616304,E00041708,E01008226,E02001706
NE11 0SU,E08000037,54.930411,-1.618920,E00041888,E01008259,E02001688
NE11 0SW,E08000037,54.930835,-1.619181,E00041888,E01008259,E02001688
NE11 0SZ,E08000037,54.933190,-1.622296,E00041888,E01008259,E02001688
NE11 0TE,E08000037,54.942417,-1.619256,E00041888,E01008259,E02001688
NE11 0TF,E08000037,54.936777,-1.614224,E00041888,E01008259,E02001688
NE11 0TG,E08000037,54.904382,-1.623189,E00041711,E01008226,E02001706
NE11 0TJ,E08000037,54.903772,-1.614727,E00041713,E01008226,E02001706
NE11 0TL,E08000037,54.903349,-1.614668,E00041713,E01008226,E02001706
NE11 0TP,E08000037,54.904073,-1.624861,E00041711,E01008226,E02001706
NE11 0TQ,E08000037,54.904512,-1.621597,E00041710,E01008226,E02001706
NE11 0TR,E08000037,54.903497,-1.624710,E00041711,E01008226,E02001706
NE11 0TS,E08000037,54.902947,-1.624107,E00041711,E01008226,E02001706
NE11 0TT,E08000037,54.903927,-1.624098,E00041711,E01008226,E02001706
NE11 0TU,E08000037,54.932995,-1.623714,E00041888,E01008259,E02001688
NE11 0TW,E08000037,54.903111,-1.616012,E00041713,E01008226,E02001706
NE11 0TX,E08000037,54.943077,-1.620717,E00041888,E01008259,E02001688
NE11 0TY,E08000037,54.933096,-1.624291,E00041888,E01008259,E02001688
NE11 0UE,E08000037,54.933189,-1.610575,E00041888,E01008259,E02001688
NE11 0UH,E08000037,54.944126,-1.625222,E00041888,E01008259,E02001688
NE11 0UW,E08000037,54.931500,-1.611244,E00041888,E01008259,E02001688
NE11 0UX,E08000037,54.931583,-1.611402,E00041888,E01008259,E02001688
NE11 0UZ,E08000037,54.933189,-1.610575,E00041888,E01008259,E02001688
NE11 0XA,E08000037,54.933856,-1.614452,E00041888,E01008259,E02001688
NE11 0XD,E08000037,54.904431,-1.624869,E00041711,E01008226,E02001706
NE11 0XE,E08000037,54.904952,-1.618677,E00041710,E01008226,E02001706
NE11 0XH,E08000037,54.904259,-1.623970,E00041711,E01008226,E02001706
NE11 0XJ,E08000037,54.904582,-1.623733,E00041711,E01008226,E02001706
NE11 0XL,E08000037,54.904821,-1.622577,E00041711,E01008226,E02001706
NE11 0XN,E08000037,54.902972,-1.623561,E00041711,E01008226,E02001706
NE11 0XP,E08000037,54.904859,-1.617555,E00041705,E01008226,E02001706
NE11 0XQ,E08000037,54.904256,-1.625951,E00041711,E01008226,E02001706
NE11 0XR,E08000037,54.902518,-1.624672,E00041711,E01008226,E02001706
NE11 0XS,E08000037,54.902953,-1.623031,E00041712,E01008226,E02001706
NE11 0XT,E08000037,54.903909,-1.621385,E00041712,E01008226,E02001706
NE11 0XU,E08000037,54.903421,-1.620563,E00041712,E01008226,E02001706
NE11 0XW,E08000037,54.929318,-1.614186,E00041888,E01008259,E02001688
NE11 0XX,E08000037,54.904455,-1.620631,E00041710,E01008226,E02001706
NE11 0XY,E08000037,54.904020,-1.622304,E00041711,E01008226,E02001706
NE11 0YA,E08000037,54.905034,-1.621717,E00041711,E01008226,E02001706
NE11 0YB,E08000037,54.905066,-1.620656,E00041710,E01008226,E02001706
NE11 0YD,E08000037,54.905290,-1.620514,E00041705,E01008226,E02001706
NE11 0YE,E08000037,54.904693,-1.618976,E00041710,E01008226,E02001706
NE11 0YF,E08000037,54.905597,-1.618109,E00041705,E01008226,E02001706
NE11 0YG,E08000037,54.906038,-1.618121,E00041705,E01008226,E02001706
NE11 0YH,E08000037,54.904776,-1.619692,E00041705,E01008226,E02001706
NE11 0YJ,E08000037,54.905365,-1.615601,E00041705,E01008226,E02001706
NE11 0YL,E08000037,54.905068,-1.615479,E00041705,E01008226,E02001706
NE11 0YN,E08000037,54.905207,-1.616678,E00041705,E01008226,E02001706
NE11 0YP,E08000037,54.904546,-1.618026,E00041710,E01008226,E02001706
NE11 0YQ,E08000037,54.905214,-1.619111,E00041705,E01008226,E02001706
NE11 0YR,E08000037,54.904189,-1.618965,E00041710,E01008226,E02001706
NE11 0YS,E08000037,54.903703,-1.616174,E00041710,E01008226,E02001706
NE11 0YT,E08000037,54.933196,-1.610588,E00041888,E01008259,E02001688
NE11 0YY,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE11 0ZF,E08000037,54.931077,-1.610998,E00041888,E01008259,E02001688
NE11 0ZH,E08000037,54.904537,-1.623968,E00041711,E01008226,E02001706
NE11 0ZJ,E08000037,54.932171,-1.615841,E00041888,E01008259,E02001688
NE11 9AB,E08000037,54.951713,-1.640827,E00041614,E01008210,E02001688
NE11 9AD,E08000037,54.953229,-1.640096,E00041632,E01008210,E02001688
NE11 9AE,E08000037,54.955159,-1.639423,E00041632,E01008210,E02001688
NE11 9AF,E08000037,54.952321,-1.639994,E00041614,E01008210,E02001688
NE11 9AH,E08000037,54.955386,-1.640697,E00041631,E01008210,E02001688
NE11 9AJ,E08000037,54.954776,-1.640394,E00041631,E01008210,E02001688
NE11 9AL,E08000037,54.954885,-1.640877,E00041631,E01008210,E02001688
NE11 9AN,E08000037,54.954332,-1.642194,E00041601,E01008210,E02001688
NE11 9AP,E08000037,54.954447,-1.641771,E00041632,E01008210,E02001688
NE11 9AQ,E08000037,54.954773,-1.642690,E00041601,E01008210,E02001688
NE11 9AR,E08000037,54.955339,-1.642653,E00041601,E01008210,E02001688
NE11 9AS,E08000037,54.954463,-1.643926,E00041630,E01008209,E02001688
NE11 9AT,E08000037,54.954235,-1.642960,E00041601,E01008210,E02001688
NE11 9AU,E08000037,54.953605,-1.642622,E00041608,E01008211,E02001694
NE11 9AX,E08000037,54.953995,-1.640823,E00041632,E01008210,E02001688
NE11 9AY,E08000037,54.953555,-1.640920,E00041632,E01008210,E02001688
NE11 9BB,E08000037,54.952904,-1.642737,E00041608,E01008211,E02001694
NE11 9BD,E08000037,54.952355,-1.642258,E00041608,E01008211,E02001694
NE11 9BE,E08000037,54.952103,-1.642167,E00041612,E01008211,E02001694
NE11 9BF,E08000037,54.954557,-1.639537,E00041632,E01008210,E02001688
NE11 9BH,E08000037,54.951482,-1.641985,E00041612,E01008211,E02001694
NE11 9BJ,E08000037,54.951422,-1.642813,E00041612,E01008211,E02001694
NE11 9BL,E08000037,54.951426,-1.644093,E00041612,E01008211,E02001694
NE11 9BN,E08000037,54.950938,-1.643161,E00041612,E01008211,E02001694
NE11 9BP,E08000037,54.951371,-1.641607,E00041612,E01008211,E02001694
NE11 9BT,E08000037,54.961391,-1.679691,E00041910,E01008262,E02001690
NE11 9DA,E08000037,54.945451,-1.656900,E00041624,E01008207,E02001694
NE11 9DB,E08000037,54.953643,-1.637219,E00165672,E01008210,E02001688
NE11 9DH,E08000037,54.959776,-1.658086,E00170012,E01008209,E02001688
NE11 9DJ,E08000037,54.961597,-1.666801,E00170012,E01008209,E02001688
NE11 9DL,E08000037,54.945715,-1.658147,E00041617,E01008208,E02001694
NE11 9DQ,E08000037,54.956513,-1.639110,E00170010,E01008209,E02001688
NE11 9DR,E08000037,54.956891,-1.638704,E00170010,E01008209,E02001688
NE11 9DT,E08000037,54.956768,-1.639346,E00041631,E01008210,E02001688
NE11 9DU,E08000037,54.956465,-1.640426,E00041631,E01008210,E02001688
NE11 9DW,E08000037,54.958285,-1.651419,E00170012,E01008209,E02001688
NE11 9DX,E08000037,54.956994,-1.642935,E00170010,E01008209,E02001688
NE11 9EB,E08000037,54.957628,-1.644804,E00170012,E01008209,E02001688
NE11 9EE,E08000037,54.956693,-1.647763,E00170012,E01008209,E02001688
NE11 9EF,E08000037,54.956817,-1.646966,E00170013,E01008209,E02001688
NE11 9EH,E08000037,54.955409,-1.647868,E00041600,E01008209,E02001688
NE11 9EJ,E08000037,54.957886,-1.650080,E00170012,E01008209,E02001688
NE11 9EL,E08000037,54.957959,-1.650563,E00170012,E01008209,E02001688
NE11 9EP,E08000037,54.957620,-1.651284,E00170012,E01008209,E02001688
NE11 9EQ,E08000037,54.953939,-1.646038,E00041600,E01008209,E02001688
NE11 9ER,E08000037,54.954432,-1.645909,E00041630,E01008209,E02001688
NE11 9ES,E08000037,54.954656,-1.645689,E00041630,E01008209,E02001688
NE11 9ET,E08000037,54.955119,-1.644107,E00041630,E01008209,E02001688
NE11 9EU,E08000037,54.955203,-1.645090,E00041629,E01008209,E02001688
NE11 9EW,E08000037,54.957136,-1.651554,E00170012,E01008209,E02001688
NE11 9EX,E08000037,54.955250,-1.645746,E00041629,E01008209,E02001688
NE11 9EY,E08000037,54.955233,-1.646105,E00041629,E01008209,E02001688
NE11 9EZ,E08000037,54.958095,-1.648497,E00170012,E01008209,E02001688
NE11 9FA,E08000037,54.951055,-1.640349,E00041614,E01008210,E02001688
NE11 9FB,E08000037,54.958142,-1.642129,E00170012,E01008209,E02001688
NE11 9FD,E08000037,54.957860,-1.641101,E00170010,E01008209,E02001688
NE11 9FE,E08000037,54.957169,-1.641497,E00170010,E01008209,E02001688
NE11 9FF,E08000037,54.957968,-1.644145,E00170012,E01008209,E02001688
NE11 9FG,E08000037,54.957821,-1.643022,E00170012,E01008209,E02001688
NE11 9FH,E08000037,54.956120,-1.642178,E00041601,E01008210,E02001688
NE11 9FJ,E08000037,54.952972,-1.639079,E00165672,E01008210,E02001688
NE11 9FN,E08000037,54.945922,-1.659031,E00041617,E01008208,E02001694
NE11 9FP,E08000037,54.946327,-1.659402,E00041617,E01008208,E02001694
NE11 9FQ,E08000037,54.945119,-1.642428,E00041605,E01008206,E02001694
NE11 9FR,E08000037,54.948589,-1.648970,E00041603,E01008208,E02001694
NE11 9GA,E08000037,54.955452,-1.666465,E00041910,E01008262,E02001690
NE11 9GB,E08000037,54.956333,-1.647329,E00170013,E01008209,E02001688
NE11 9GD,E08000037,54.946153,-1.657534,E00041617,E01008208,E02001694
NE11 9GE,E08000037,54.950416,-1.639902,E00041614,E01008210,E02001688
NE11 9HA,E08000037,54.955289,-1.646760,E00041629,E01008209,E02001688
NE11 9HB,E08000037,54.955608,-1.642432,E00041601,E01008210,E02001688
NE11 9HD,E08000037,54.955751,-1.645164,E00170013,E01008209,E02001688
NE11 9HE,E08000037,54.956030,-1.645364,E00170013,E01008209,E02001688
NE11 9HF,E08000037,54.954798,-1.655037,E00041610,E01008208,E02001694
NE11 9HH,E08000037,54.956542,-1.645188,E00170013,E01008209,E02001688
NE11 9HJ,E08000037,54.956054,-1.641257,E00041601,E01008210,E02001688
NE11 9HL,E08000037,54.953315,-1.657505,E00041610,E01008208,E02001694
NE11 9HN,E08000037,54.955684,-1.640667,E00041631,E01008210,E02001688
NE11 9HP,E08000037,54.956230,-1.640643,E00041631,E01008210,E02001688
NE11 9HQ,E08000037,54.957051,-1.659893,E00170012,E01008209,E02001688
NE11 9HS,E08000037,54.955964,-1.654340,E00041610,E01008208,E02001694
NE11 9HT,E08000037,54.953268,-1.641141,E00041608,E01008211,E02001694
NE11 9HU,E08000037,54.956798,-1.656972,E00170012,E01008209,E02001688
NE11 9HX,E08000037,54.957084,-1.671777,E00041910,E01008262,E02001690
NE11 9JB,E08000037,54.958211,-1.644998,E00170012,E01008209,E02001688
NE11 9JG,E08000037,54.953785,-1.655299,E00041610,E01008208,E02001694
NE11 9JJ,E08000037,54.955761,-1.640069,E00041631,E01008210,E02001688
NE11 9JL,E08000037,54.956357,-1.653399,E00041599,E01008209,E02001688
NE11 9JQ,E08000037,54.958346,-1.650575,E00170012,E01008209,E02001688
NE11 9JR,E08000037,54.953232,-1.656522,E00041610,E01008208,E02001694
NE11 9JT,E08000037,54.953942,-1.653580,E00041610,E01008208,E02001694
NE11 9JU,E08000037,54.942722,-1.633399,E00041890,E01008261,E02001700
NE11 9JW,E08000037,54.954658,-1.655666,E00041610,E01008208,E02001694
NE11 9JX,E08000037,54.945085,-1.636266,E00041883,E01008259,E02001688
NE11 9JY,E08000037,54.945740,-1.638898,E00041883,E01008259,E02001688
NE11 9JZ,E08000037,54.955305,-1.656500,E00041610,E01008208,E02001694
NE11 9LA,E08000037,54.945093,-1.638951,E00041886,E01008261,E02001700
NE11 9LB,E08000037,54.943645,-1.638636,E00041886,E01008261,E02001700
NE11 9LD,E08000037,54.942932,-1.634303,E00041890,E01008261,E02001700
NE11 9LE,E08000037,54.944880,-1.636720,E00041886,E01008261,E02001700
NE11 9LF,E08000037,54.957271,-1.639326,E00170010,E01008209,E02001688
NE11 9LH,E08000037,54.943646,-1.635873,E00041891,E01008261,E02001700
NE11 9LJ,E08000037,54.942387,-1.638460,E00041889,E01008261,E02001700
NE11 9LL,E08000037,54.940871,-1.639285,E00041878,E01008261,E02001700
NE11 9LN,E08000037,54.941206,-1.634318,E00041890,E01008261,E02001700
NE11 9LP,E08000037,54.942467,-1.635165,E00041891,E01008261,E02001700
NE11 9LQ,E08000037,54.944226,-1.637444,E00041891,E01008261,E02001700
NE11 9LS,E08000037,54.941996,-1.636980,E00041889,E01008261,E02001700
NE11 9LT,E08000037,54.942544,-1.636804,E00041889,E01008261,E02001700
NE11 9LU,E08000037,54.941587,-1.635439,E00041891,E01008261,E02001700
NE11 9LX,E08000037,54.941065,-1.635194,E00041890,E01008261,E02001700
NE11 9LY,E08000037,54.941571,-1.633269,E00041890,E01008261,E02001700
NE11 9NA,E08000037,54.940641,-1.629090,E00041887,E01008260,E02001700
NE11 9NB,E08000037,54.942558,-1.626673,E00041887,E01008260,E02001700
NE11 9ND,E08000037,54.945911,-1.632886,E00041883,E01008259,E02001688
NE11 9NE,E08000037,54.947790,-1.633724,E00041877,E01008260,E02001700
NE11 9NF,E08000037,54.945886,-1.633761,E00041877,E01008260,E02001700
NE11 9NG,E08000037,54.945165,-1.632799,E00041877,E01008260,E02001700
NE11 9NH,E08000037,54.957441,-1.678297,E00041910,E01008262,E02001690
NE11 9NJ,E08000037,54.944912,-1.632630,E00041877,E01008260,E02001700
NE11 9NP,E08000037,54.949156,-1.645331,E00041615,E01008211,E02001694
NE11 9NQ,E08000037,54.949172,-1.647720,E00041603,E01008208,E02001694
NE11 9NR,E08000037,54.949257,-1.646267,E00041616,E01008211,E02001694
NE11 9NS,E08000037,54.949386,-1.647093,E00041616,E01008211,E02001694
NE11 9NT,E08000037,54.949551,-1.648403,E00041616,E01008211,E02001694
NE11 9NU,E08000037,54.949472,-1.648966,E00041611,E01008208,E02001694
NE11 9NX,E08000037,54.948880,-1.652390,E00041617,E01008208,E02001694
NE11 9NY,E08000037,54.948937,-1.653639,E00041617,E01008208,E02001694
NE11 9PA,E08000037,54.949664,-1.650245,E00041611,E01008208,E02001694
NE11 9PB,E08000037,54.951675,-1.649634,E00041611,E01008208,E02001694
NE11 9PD,E08000037,54.952860,-1.652356,E00041610,E01008208,E02001694
NE11 9PE,E08000037,54.952294,-1.652283,E00041610,E01008208,E02001694
NE11 9PF,E08000037,54.950074,-1.649023,E00041611,E01008208,E02001694
NE11 9PG,E08000037,54.949927,-1.647900,E00041616,E01008211,E02001694
NE11 9PH,E08000037,54.952565,-1.652593,E00041610,E01008208,E02001694
NE11 9PJ,E08000037,54.952665,-1.653310,E00041610,E01008208,E02001694
NE11 9PL,E08000037,54.953145,-1.648946,E00041600,E01008209,E02001688
NE11 9PN,E08000037,54.954769,-1.650606,E00041599,E01008209,E02001688
NE11 9PP,E08000037,54.953654,-1.650210,E00041599,E01008209,E02001688
NE11 9PQ,E08000037,54.954276,-1.650735,E00041599,E01008209,E02001688
NE11 9PR,E08000037,54.954147,-1.649909,E00041599,E01008209,E02001688
NE11 9PT,E08000037,54.941282,-1.644698,E00041607,E01008207,E02001694
NE11 9PU,E08000037,54.941827,-1.643491,E00041607,E01008207,E02001694
NE11 9PW,E08000037,54.941973,-1.644380,E00041607,E01008207,E02001694
NE11 9PX,E08000037,54.941653,-1.642587,E00041607,E01008207,E02001694
