pcds,oslaua,lat,long,oa21,lsoa21,msoa21
NE9 6YS,E08000037,54.933065,-1.584202,E00041671,E01008219,E02001697
NE9 6YT,E08000037,54.933205,-1.582889,E00041676,E01008221,E02001702
NE9 6YU,E08000037,54.934097,-1.583645,E00041671,E01008219,E02001697
NE9 6YW,E08000037,54.932987,-1.587589,E00041670,E01008221,E02001702
NE9 6YX,E08000037,54.932645,-1.584862,E00041670,E01008221,E02001702
NE9 6YY,E08000037,54.933689,-1.585163,E00041671,E01008219,E02001697
NE9 6YZ,E08000037,54.925068,-1.594988,E00041509,E01008194,E02001701
NE9 7AA,E08000037,54.926689,-1.567755,E00041683,E01008218,E02001702
NE9 7AB,E08000037,54.927938,-1.564749,E00041744,E01008227,E02001702
NE9 7AD,E08000037,54.926384,-1.570427,E00041681,E01008218,E02001702
NE9 7AE,E08000037,54.922944,-1.573026,E00041690,E01008225,E02001702
NE9 7AF,E08000037,54.922910,-1.586460,E00041521,E01008191,E02001704
NE9 7AG,E08000037,54.922910,-1.586460,E00041521,E01008191,E02001704
NE9 7AH,E08000037,54.923416,-1.571882,E00041690,E01008225,E02001702
NE9 7AJ,E08000037,54.928075,-1.567744,E00041680,E01008218,E02001702
NE9 7AL,E08000037,54.928901,-1.565176,E00041745,E01008227,E02001702
NE9 7AN,E08000037,54.929435,-1.561081,E00041744,E01008227,E02001702
NE9 7AP,E08000037,54.924840,-1.572865,E00041689,E01008225,E02001702
NE9 7AQ,E08000037,54.924382,-1.573166,E00041689,E01008225,E02001702
NE9 7AR,E08000037,54.923911,-1.572466,E00041690,E01008225,E02001702
NE9 7AS,E08000037,54.921994,-1.573816,E00041716,E01008225,E02001702
NE9 7AT,E08000037,54.924540,-1.572026,E00041689,E01008225,E02001702
NE9 7AU,E08000037,54.926710,-1.565699,E00041683,E01008218,E02001702
NE9 7AW,E08000037,54.922592,-1.585558,E00041525,E01008191,E02001704
NE9 7AX,E08000037,54.927235,-1.564211,E00041683,E01008218,E02001702
NE9 7AY,E08000037,54.927594,-1.563957,E00041683,E01008218,E02001702
NE9 7AZ,E08000037,54.922592,-1.585558,E00041525,E01008191,E02001704
NE9 7BA,E08000037,54.928094,-1.565653,E00041744,E01008227,E02001702
NE9 7BB,E08000037,54.927801,-1.566623,E00041680,E01008218,E02001702
NE9 7BD,E08000037,54.928299,-1.565260,E00041744,E01008227,E02001702
NE9 7BE,E08000037,54.928910,-1.567672,E00041680,E01008218,E02001702
NE9 7BF,E08000037,54.918827,-1.588186,E00041532,E01008190,E02001704
NE9 7BH,E08000037,54.927395,-1.568703,E00041680,E01008218,E02001702
NE9 7BJ,E08000037,54.925259,-1.572112,E00041684,E01008218,E02001702
NE9 7BL,E08000037,54.922409,-1.571596,E00041716,E01008225,E02001702
NE9 7BN,E08000037,54.921862,-1.571914,E00041715,E01008225,E02001702
NE9 7BP,E08000037,54.920668,-1.572270,E00041715,E01008225,E02001702
NE9 7BR,E08000037,54.923484,-1.583520,E00041523,E01008191,E02001704
NE9 7BS,E08000037,54.929300,-1.558973,E00041743,E01008227,E02001702
NE9 7BT,E08000037,54.929089,-1.560055,E00041743,E01008227,E02001702
NE9 7BU,E08000037,54.930496,-1.558885,E00041743,E01008227,E02001702
NE9 7BW,E08000037,54.921638,-1.572521,E00041715,E01008225,E02001702
NE9 7BX,E08000037,54.930144,-1.563539,E00041744,E01008227,E02001702
NE9 7BY,E08000037,54.930603,-1.563675,E00041723,E01008227,E02001702
NE9 7BZ,E08000037,54.923192,-1.585021,E00041523,E01008191,E02001704
NE9 7DA,E08000037,54.929696,-1.563841,E00041744,E01008227,E02001702
NE9 7DB,E08000037,54.929452,-1.565997,E00041745,E01008227,E02001702
NE9 7DD,E08000037,54.930856,-1.566481,E00041745,E01008227,E02001702
NE9 7DE,E08000037,54.932756,-1.565056,E00041742,E01008227,E02001702
NE9 7DF,E08000037,54.923877,-1.582814,E00041523,E01008191,E02001704
NE9 7DG,E08000037,54.923265,-1.582774,E00041523,E01008191,E02001704
NE9 7DH,E08000037,54.931882,-1.561960,E00041723,E01008227,E02001702
NE9 7DJ,E08000037,54.932004,-1.560866,E00041741,E01008232,E02001699
NE9 7DL,E08000037,54.932569,-1.560704,E00041741,E01008232,E02001699
NE9 7DN,E08000037,54.931186,-1.565713,E00041742,E01008227,E02001702
NE9 7DP,E08000037,54.931705,-1.562649,E00041723,E01008227,E02001702
NE9 7DQ,E08000037,54.933170,-1.570389,E00166169,E01008220,E02001702
NE9 7DR,E08000037,54.933228,-1.571606,E00166169,E01008220,E02001702
NE9 7DU,E08000037,54.921972,-1.583037,E00041523,E01008191,E02001704
NE9 7DW,E08000037,54.921111,-1.583373,E00041528,E01008191,E02001704
NE9 7DX,E08000037,54.922130,-1.584439,E00041525,E01008191,E02001704
NE9 7DY,E08000037,54.920313,-1.583990,E00041528,E01008191,E02001704
NE9 7DZ,E08000037,54.920837,-1.584874,E00041528,E01008191,E02001704
NE9 7EA,E08000037,54.919593,-1.583685,E00041528,E01008191,E02001704
NE9 7EB,E08000037,54.919816,-1.585883,E00041532,E01008190,E02001704
NE9 7ED,E08000037,54.919122,-1.585204,E00041531,E01008191,E02001704
NE9 7EE,E08000037,54.924241,-1.576367,E00041685,E01008217,E02001704
NE9 7EF,E08000037,54.919407,-1.584452,E00041531,E01008191,E02001704
NE9 7EG,E08000037,54.919911,-1.587224,E00041532,E01008190,E02001704
NE9 7EH,E08000037,54.923153,-1.576347,E00041685,E01008217,E02001704
NE9 7EJ,E08000037,54.921869,-1.579169,E00041686,E01008217,E02001704
NE9 7EL,E08000037,54.922975,-1.579344,E00041686,E01008217,E02001704
NE9 7EN,E08000037,54.923415,-1.576609,E00041685,E01008217,E02001704
NE9 7EP,E08000037,54.924066,-1.577944,E00041685,E01008217,E02001704
NE9 7EQ,E08000037,54.924041,-1.578397,E00041685,E01008217,E02001704
NE9 7ER,E08000037,54.922884,-1.578955,E00041686,E01008217,E02001704
NE9 7ES,E08000037,54.923374,-1.577764,E00041685,E01008217,E02001704
NE9 7ET,E08000037,54.922558,-1.578210,E00041685,E01008217,E02001704
NE9 7EU,E08000037,54.919815,-1.577599,E00041703,E01008224,E02001706
NE9 7EW,E08000037,54.918111,-1.586649,E00041531,E01008191,E02001704
NE9 7EX,E08000037,54.919131,-1.577497,E00041703,E01008224,E02001706
NE9 7EY,E08000037,54.918271,-1.578270,E00041703,E01008224,E02001706
NE9 7EZ,E08000037,54.919130,-1.587559,E00041532,E01008190,E02001704
NE9 7FA,E08000037,54.926941,-1.570140,E00041684,E01008218,E02001702
NE9 7FB,E08000024,54.916905,-1.558344,E00045048,E01008873,E02001800
NE9 7FD,E08000024,54.916905,-1.558344,E00045048,E01008873,E02001800
NE9 7FE,E08000024,54.916905,-1.558344,E00045048,E01008873,E02001800
NE9 7HA,E08000037,54.919063,-1.578418,E00041706,E01008224,E02001706
NE9 7HB,E08000037,54.919146,-1.579010,E00041706,E01008224,E02001706
NE9 7HD,E08000037,54.917670,-1.578401,E00041706,E01008224,E02001706
NE9 7HE,E08000037,54.923151,-1.575660,E00041689,E01008225,E02001702
NE9 7HF,E08000037,54.918135,-1.585619,E00041531,E01008191,E02001704
NE9 7HG,E08000037,54.919126,-1.586296,E00041532,E01008190,E02001704
NE9 7HH,E08000037,54.921528,-1.576645,E00041689,E01008225,E02001702
NE9 7HJ,E08000037,54.920106,-1.576145,E00041703,E01008224,E02001706
NE9 7HL,E08000037,54.919335,-1.574109,E00041716,E01008225,E02001702
NE9 7HN,E08000037,54.919993,-1.574586,E00041716,E01008225,E02001702
NE9 7HP,E08000037,54.920902,-1.574951,E00041716,E01008225,E02001702
NE9 7HQ,E08000037,54.921659,-1.575520,E00041716,E01008225,E02001702
NE9 7HR,E08000037,54.924483,-1.584150,E00170018,E01008217,E02001704
NE9 7HS,E08000037,54.924774,-1.582540,E00041677,E01008217,E02001704
NE9 7HT,E08000037,54.921433,-1.585987,E00041528,E01008191,E02001704
NE9 7HU,E08000037,54.920724,-1.585889,E00041528,E01008191,E02001704
NE9 7HW,E08000037,54.918249,-1.584729,E00041531,E01008191,E02001704
NE9 7HX,E08000037,54.922000,-1.585751,E00041525,E01008191,E02001704
NE9 7HY,E08000037,54.918017,-1.588023,E00041533,E01008191,E02001704
NE9 7HZ,E08000037,54.918017,-1.588023,E00041533,E01008191,E02001704
NE9 7JA,E08000037,54.922974,-1.571371,E00041714,E01008225,E02001702
NE9 7JB,E08000037,54.923011,-1.574410,E00041689,E01008225,E02001702
NE9 7JD,E08000037,54.923614,-1.574563,E00041689,E01008225,E02001702
NE9 7JE,E08000037,54.922861,-1.574930,E00041689,E01008225,E02001702
NE9 7JF,E08000037,54.917548,-1.587310,E00041533,E01008191,E02001704
NE9 7JG,E08000037,54.917548,-1.587310,E00041533,E01008191,E02001704
NE9 7JH,E08000037,54.923568,-1.574033,E00041690,E01008225,E02001702
NE9 7JJ,E08000037,54.923707,-1.572846,E00041690,E01008225,E02001702
NE9 7JL,E08000037,54.924897,-1.573785,E00041689,E01008225,E02001702
NE9 7JN,E08000037,54.925533,-1.573310,E00041681,E01008218,E02001702
NE9 7JP,E08000037,54.924911,-1.575298,E00041663,E01008217,E02001704
NE9 7JQ,E08000037,54.927851,-1.575814,E00041663,E01008217,E02001704
NE9 7JR,E08000037,54.925368,-1.574841,E00041663,E01008217,E02001704
NE9 7JS,E08000037,54.926349,-1.575486,E00041663,E01008217,E02001704
NE9 7JT,E08000037,54.927808,-1.576360,E00041663,E01008217,E02001704
NE9 7JU,E08000037,54.928198,-1.574827,E00041663,E01008217,E02001704
NE9 7JX,E08000037,54.929051,-1.572025,E00041679,E01008218,E02001702
NE9 7JY,E08000037,54.927981,-1.574377,E00041663,E01008217,E02001704
NE9 7JZ,E08000037,54.923057,-1.574366,E00041689,E01008225,E02001702
NE9 7LA,E08000037,54.929518,-1.574314,E00041675,E01008221,E02001702
NE9 7LB,E08000037,54.929265,-1.573957,E00041675,E01008221,E02001702
NE9 7LD,E08000037,54.930290,-1.571653,E00041679,E01008218,E02001702
NE9 7LE,E08000037,54.929320,-1.569182,E00041679,E01008218,E02001702
NE9 7LF,E08000037,54.919975,-1.572137,E00041715,E01008225,E02001702
NE9 7LG,E08000037,54.920897,-1.570957,E00041715,E01008225,E02001702
NE9 7LH,E08000037,54.927138,-1.572310,E00041681,E01008218,E02001702
NE9 7LJ,E08000037,54.928573,-1.571608,E00041682,E01008218,E02001702
NE9 7LL,E08000037,54.928470,-1.572795,E00041679,E01008218,E02001702
NE9 7LN,E08000037,54.928655,-1.569142,E00041679,E01008218,E02001702
NE9 7LP,E08000037,54.927563,-1.570867,E00041682,E01008218,E02001702
NE9 7LQ,E08000037,54.928403,-1.569223,E00041680,E01008218,E02001702
NE9 7LR,E08000037,54.928274,-1.570660,E00041682,E01008218,E02001702
NE9 7LS,E08000037,54.927892,-1.569400,E00041680,E01008218,E02001702
NE9 7LT,E08000037,54.927147,-1.569689,E00041680,E01008218,E02001702
NE9 7LU,E08000037,54.927755,-1.571414,E00041682,E01008218,E02001702
NE9 7LX,E08000037,54.926656,-1.571017,E00041684,E01008218,E02001702
NE9 7LY,E08000037,54.926503,-1.573269,E00041681,E01008218,E02001702
NE9 7NA,E08000037,54.926045,-1.573336,E00041681,E01008218,E02001702
NE9 7NB,E08000037,54.925900,-1.572854,E00041681,E01008218,E02001702
NE9 7ND,E08000037,54.925944,-1.572495,E00041681,E01008218,E02001702
NE9 7NE,E08000037,54.916824,-1.578223,E00041706,E01008224,E02001706
NE9 7NL,E08000024,54.919253,-1.551161,E00045044,E01008877,E02001797
NE9 7NN,E08000024,54.920322,-1.551133,E00045044,E01008877,E02001797
NE9 7NP,E08000024,54.919819,-1.548736,E00045044,E01008877,E02001797
NE9 7NQ,E08000024,54.920918,-1.551813,E00045076,E01008877,E02001797
NE9 7NR,E08000024,54.921236,-1.548018,E00045076,E01008877,E02001797
NE9 7NS,E08000024,54.920998,-1.546710,E00045074,E01008876,E02001797
NE9 7NT,E08000024,54.920767,-1.545106,E00045074,E01008876,E02001797
NE9 7NU,E08000024,54.919266,-1.550096,E00045044,E01008877,E02001797
NE9 7NW,E08000024,54.919601,-1.550502,E00045076,E01008877,E02001797
NE9 7NX,E08000024,54.919516,-1.547395,E00045074,E01008876,E02001797
NE9 7NY,E08000024,54.919302,-1.547525,E00045074,E01008876,E02001797
NE9 7NZ,E08000024,54.921140,-1.556164,E00045075,E01008877,E02001797
NE9 7PA,E08000024,54.919296,-1.548352,E00045044,E01008877,E02001797
NE9 7PB,E08000024,54.918992,-1.549007,E00045044,E01008877,E02001797
NE9 7PD,E08000024,54.918844,-1.549886,E00045044,E01008877,E02001797
NE9 7PE,E08000024,54.918538,-1.549889,E00045044,E01008877,E02001797
NE9 7PF,E08000024,54.920540,-1.549243,E00045076,E01008877,E02001797
NE9 7PG,E08000024,54.920169,-1.548639,E00045076,E01008877,E02001797
NE9 7PH,E08000024,54.918782,-1.550261,E00045044,E01008877,E02001797
NE9 7PJ,E08000024,54.918568,-1.550700,E00045044,E01008877,E02001797
NE9 7PL,E08000024,54.918082,-1.550503,E00045044,E01008877,E02001797
NE9 7PN,E08000024,54.918836,-1.550694,E00045044,E01008877,E02001797
NE9 7PP,E08000024,54.919020,-1.551351,E00045044,E01008877,E02001797
NE9 7PQ,E08000024,54.918820,-1.551115,E00045044,E01008877,E02001797
NE9 7PR,E08000024,54.919604,-1.551809,E00045044,E01008877,E02001797
NE9 7PS,E08000024,54.919383,-1.552314,E00045043,E01008877,E02001797
NE9 7PT,E08000024,54.920299,-1.544831,E00045048,E01008873,E02001800
NE9 7PU,E08000024,54.921781,-1.544611,E00045074,E01008876,E02001797
NE9 7PX,E08000024,54.921416,-1.545582,E00045074,E01008876,E02001797
NE9 7PY,E08000024,54.918905,-1.549371,E00045044,E01008877,E02001797
NE9 7PZ,E08000024,54.923909,-1.549065,E00045076,E01008877,E02001797
NE9 7QA,E08000037,54.924996,-1.571381,E00041684,E01008218,E02001702
NE9 7QB,E08000037,54.925289,-1.570348,E00041684,E01008218,E02001702
NE9 7QD,E08000037,54.925865,-1.570545,E00041684,E01008218,E02001702
NE9 7QE,E08000037,54.925539,-1.569971,E00041684,E01008218,E02001702
NE9 7QF,E08000037,54.924308,-1.569844,E00041684,E01008218,E02001702
NE9 7QG,E08000024,54.920517,-1.555344,E00045075,E01008877,E02001797
NE9 7QH,E08000024,54.918722,-1.558468,E00045048,E01008873,E02001800
NE9 7QJ,E08000024,54.922352,-1.555698,E00045075,E01008877,E02001797
NE9 7QL,E08000024,54.920050,-1.555255,E00045075,E01008877,E02001797
NE9 7QN,E08000024,54.919999,-1.556532,E00045075,E01008877,E02001797
NE9 7QP,E08000024,54.919685,-1.556535,E00045075,E01008877,E02001797
NE9 7QQ,E08000024,54.919661,-1.556975,E00045075,E01008877,E02001797
NE9 7QR,E08000024,54.919385,-1.557712,E00045075,E01008877,E02001797
NE9 7QS,E08000024,54.918962,-1.557670,E00045043,E01008877,E02001797
NE9 7QT,E08000024,54.918835,-1.557234,E00045043,E01008877,E02001797
NE9 7QU,E08000024,54.918646,-1.557189,E00045043,E01008877,E02001797
NE9 7QW,E08000024,54.922116,-1.555217,E00045075,E01008877,E02001797
NE9 7QX,E08000024,54.918741,-1.556190,E00045043,E01008877,E02001797
NE9 7QY,E08000024,54.918311,-1.556522,E00045043,E01008877,E02001797
NE9 7QZ,E08000024,54.921419,-1.553617,E00045075,E01008877,E02001797
NE9 7RA,E08000024,54.917942,-1.556773,E00045043,E01008877,E02001797
NE9 7RB,E08000024,54.917620,-1.556811,E00045048,E01008873,E02001800
NE9 7RD,E08000024,54.917377,-1.554255,E00045047,E01008877,E02001797
NE9 7RE,E08000024,54.917438,-1.553864,E00045047,E01008877,E02001797
NE9 7RF,E08000024,54.919962,-1.556220,E00045075,E01008877,E02001797
NE9 7RG,E08000024,54.921656,-1.557016,E00045075,E01008877,E02001797
NE9 7RH,E08000024,54.919051,-1.555048,E00045047,E01008877,E02001797
NE9 7RJ,E08000024,54.918750,-1.553850,E00045043,E01008877,E02001797
NE9 7RL,E08000024,54.919343,-1.553640,E00045043,E01008877,E02001797
NE9 7RN,E08000024,54.919316,-1.553981,E00045047,E01008877,E02001797
NE9 7RP,E08000024,54.919579,-1.554215,E00045043,E01008877,E02001797
NE9 7RQ,E08000024,54.919880,-1.553151,E00045043,E01008877,E02001797
NE9 7RR,E08000024,54.919341,-1.553157,E00045043,E01008877,E02001797
NE9 7RS,E08000024,54.919194,-1.552378,E00045043,E01008877,E02001797
NE9 7RT,E08000024,54.918855,-1.552850,E00045047,E01008877,E02001797
NE9 7RU,E08000024,54.918183,-1.551325,E00045044,E01008877,E02001797
NE9 7RX,E08000024,54.918259,-1.552248,E00045043,E01008877,E02001797
NE9 7RY,E08000024,54.917574,-1.551523,E00045047,E01008877,E02001797
NE9 7SA,E08000024,54.917558,-1.552069,E00045047,E01008877,E02001797
NE9 7SB,E08000024,54.916963,-1.551545,E00045048,E01008873,E02001800
NE9 7SD,E08000024,54.916901,-1.551983,E00045048,E01008873,E02001800
NE9 7SE,E08000024,54.916507,-1.552221,E00045048,E01008873,E02001800
NE9 7SH,E08000024,54.916970,-1.551108,E00045048,E01008873,E02001800
NE9 7SJ,E08000024,54.917507,-1.550494,E00045048,E01008873,E02001800
NE9 7SL,E08000024,54.917912,-1.550723,E00045044,E01008877,E02001797
NE9 7SN,E08000024,54.919032,-1.552224,E00045043,E01008877,E02001797
NE9 7SQ,E08000024,54.921795,-1.558540,E00045075,E01008877,E02001797
NE9 7ST,E08000024,54.918063,-1.550098,E00045048,E01008873,E02001800
NE9 7SX,E08000024,54.919999,-1.553633,E00045043,E01008877,E02001797
NE9 7SZ,E08000024,54.915827,-1.553164,E00045048,E01008873,E02001800
NE9 7TA,E08000037,54.926533,-1.595500,E00041509,E01008194,E02001701
NE9 7TB,E08000037,54.921727,-1.590415,E00041526,E01008190,E02001704
NE9 7TD,E08000037,54.920670,-1.591101,E00041526,E01008190,E02001704
NE9 7TF,E08000037,54.920760,-1.588479,E00041526,E01008190,E02001704
NE9 7TG,E08000037,54.917625,-1.588838,E00041526,E01008190,E02001704
NE9 7TH,E08000037,54.923247,-1.590466,E00041516,E01008190,E02001704
NE9 7TJ,E08000037,54.924214,-1.589536,E00041516,E01008190,E02001704
NE9 7TL,E08000037,54.923404,-1.589232,E00041511,E01008190,E02001704
NE9 7TN,E08000037,54.922980,-1.588581,E00041511,E01008190,E02001704
NE9 7TQ,E08000037,54.923598,-1.587997,E00041511,E01008190,E02001704
NE9 7TR,E08000037,54.922274,-1.587059,E00041511,E01008190,E02001704
NE9 7TS,E08000037,54.921206,-1.587663,E00041511,E01008190,E02001704
NE9 7TT,E08000037,54.922160,-1.588028,E00041511,E01008190,E02001704
NE9 7TU,E08000037,54.920420,-1.589137,E00041526,E01008190,E02001704
NE9 7TX,E08000037,54.922253,-1.589010,E00041511,E01008190,E02001704
NE9 7TY,E08000037,54.916768,-1.590657,E00041706,E01008224,E02001706
NE9 7UA,E08000037,54.914268,-1.587422,E00041706,E01008224,E02001706
NE9 7UB,E08000037,54.913064,-1.584767,E00041706,E01008224,E02001706
NE9 7UD,E08000037,54.920091,-1.589921,E00041526,E01008190,E02001704
NE9 7UE,E08000037,54.926697,-1.566963,E00041683,E01008218,E02001702
NE9 7UF,E08000024,54.916227,-1.551787,E00045048,E01008873,E02001800
NE9 7UP,E08000037,54.920273,-1.577980,E00041703,E01008224,E02001706
NE9 7UQ,E08000024,54.915298,-1.553342,E00045048,E01008873,E02001800
NE9 7US,E08000037,54.928396,-1.580084,E00041677,E01008217,E02001704
NE9 7UT,E08000037,54.928648,-1.580097,E00041677,E01008217,E02001704
NE9 7UU,E08000037,54.927725,-1.580746,E00041677,E01008217,E02001704
NE9 7UX,E08000037,54.928495,-1.582579,E00041677,E01008217,E02001704
NE9 7UY,E08000037,54.929484,-1.577466,E00041675,E01008221,E02001702
NE9 7UZ,E08000024,54.914266,-1.558626,E00045048,E01008873,E02001800
NE9 7XA,E08000037,54.923005,-1.569826,E00041714,E01008225,E02001702
NE9 7XB,E08000037,54.918420,-1.564770,E00041707,E01008225,E02001702
NE9 7XD,E08000037,54.920256,-1.567562,E00041714,E01008225,E02001702
NE9 7XE,E08000037,54.921041,-1.568537,E00041714,E01008225,E02001702
NE9 7XF,E08000037,54.921207,-1.574729,E00041716,E01008225,E02001702
NE9 7XG,E08000037,54.922818,-1.570437,E00041716,E01008225,E02001702
NE9 7XH,E08000037,54.921223,-1.569128,E00041714,E01008225,E02001702
NE9 7XJ,E08000037,54.921020,-1.570269,E00041714,E01008225,E02001702
NE9 7XN,E08000037,54.921633,-1.573398,E00041715,E01008225,E02001702
NE9 7XP,E08000037,54.922254,-1.573950,E00041716,E01008225,E02001702
NE9 7XQ,E08000037,54.929617,-1.577090,E00041675,E01008221,E02001702
NE9 7XR,E08000037,54.915411,-1.564744,E00041703,E01008224,E02001706
NE9 7XS,E08000037,54.920816,-1.573391,E00041715,E01008225,E02001702
NE9 7XT,E08000037,54.918467,-1.570000,E00041714,E01008225,E02001702
NE9 7XU,E08000037,54.917591,-1.568683,E00041714,E01008225,E02001702
NE9 7XW,E08000024,54.924792,-1.567170,E00045075,E01008877,E02001797
NE9 7XY,E08000037,54.916967,-1.567676,E00041707,E01008225,E02001702
NE9 7YA,E08000037,54.917445,-1.565904,E00041707,E01008225,E02001702
NE9 7YB,E08000037,54.917717,-1.566295,E00041707,E01008225,E02001702
NE9 7YD,E08000037,54.918667,-1.565489,E00041707,E01008225,E02001702
NE9 7YE,E08000037,54.916315,-1.566681,E00041707,E01008225,E02001702
NE9 7YH,E08000037,54.915945,-1.565705,E00041707,E01008225,E02001702
NE9 7YJ,E08000037,54.915281,-1.563962,E00041707,E01008225,E02001702
NE9 7YL,E08000037,54.915272,-1.563497,E00041707,E01008225,E02001702
NE9 7YN,E08000037,54.915403,-1.562853,E00041707,E01008225,E02001702
NE9 7YP,E08000037,54.914677,-1.560665,E00041707,E01008225,E02001702
NE9 7YT,E08000024,54.911299,-1.553663,E00045048,E01008873,E02001800
NE9 7YX,E08000024,54.925450,-1.560001,E00045075,E01008877,E02001797
NE9 9AQ,E08000037,54.933189,-1.610575,E00041888,E01008259,E02001688
NE9 9BH,E08000037,54.933189,-1.610575,E00041888,E01008259,E02001688
NE9 9BJ,E08000037,54.933196,-1.610588,E00041888,E01008259,E02001688
NE9 9DE,E08000037,54.933189,-1.610575,E00041888,E01008259,E02001688
NE9 9DF,E08000037,54.933196,-1.610588,E00041888,E01008259,E02001688
NE9 9DQ,E08000037,54.933196,-1.610588,E00041888,E01008259,E02001688
NE9 9DY,E08000037,54.933196,-1.610588,E00041888,E01008259,E02001688
NE9 9EA,E08000037,54.933196,-1.610588,E00041888,E01008259,E02001688
NE9 9EG,E08000037,54.933196,-1.610588,E00041888,E01008259,E02001688
NE92 1AA,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AB,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AD,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AE,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AF,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AG,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AH,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AJ,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AL,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AN,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AP,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AQ,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AR,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AS,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AT,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AU,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AW,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1AZ,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BA,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1BB,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BD,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BE,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BF,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1BH,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BJ,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BN,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BP,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BQ,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1BR,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BS,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1BX,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1BY,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1BZ,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1DA,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1DB,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1DD,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1DE,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1DF,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE92 1DG,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE92 1DH,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE98 1AE,E08000021,55.002800,-1.581762,E00042205,E01008322,E02001714
NE98 1BA,E08000037,54.941776,-1.614988,E00041888,E01008259,E02001688
NE98 1NG,E08000021,55.002800,-1.581762,E00042205,E01008322,E02001714
NE98 1WY,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE98 1WZ,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE98 1XY,E08000037,54.941801,-1.614922,E00041888,E01008259,E02001688
NE98 1XZ,E08000037,54.941783,-1.615000,E00041888,E01008259,E02001688
NE98 1YF,E08000021,55.002800,-1.581809,E00042205,E01008322,E02001714
NE98 1YL,E08000037,54.941793,-1.614910,E00041888,E01008259,E02001688
NE98 1YX,E08000021,55.002800,-1.581762,E00042205,E01008322,E02001714
NE98 1ZZ,E08000021,55.002800,-1.581762,E00042205,E01008322,E02001714
NE99 1AB,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1AR,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1AU,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1BF,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1BL,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1DE,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1DR,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1DU,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1GB,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
NE99 1GU,E08000021,54.967460,-1.615383,E00189964,E01033545,E02007099
